Quantidade de no. a sem gerados    1000
0.0001         168070
0.3154      677268843
0.5561     1194115201
0.5865     1259501992
0.3277      703671065
0.1896      407145426
0.4704     1010275440
0.7886     1693606898
0.7930     1702877348
0.3469      745024267
0.8350     1793193459
0.1942      416963415
0.3097      664975744
0.3457      742430420
0.5346     1148079870
0.2970      637806795
0.7115     1527921388
0.0770      165317290
0.8342     1791337459
0.6684     1435426120
0.1749      375508442
0.8677     1863429808
0.8898     1910758855
0.3044      653618747
0.4617      991426424
0.2693      578291095
0.9196     1974930990
0.5392     1157900898
0.1600      343583572
0.0119       25567821
0.1032      221638147
0.6220     1335692731
0.6245     1341167826
0.4746     1019292670
0.3608      774852571
0.2823      606325389
0.3264      700907908
0.5641     1211405961
0.9104     1955012967
0.6534     1403137269
0.4704     1010152376
0.8255     1772753897
0.2266      486628401
0.5336     1145807831
0.5152     1106352968
0.7269     1560917450
0.3163      679350398
0.8471     1819071734
0.7271     1561434646
0.3641      781928982
0.6649     1427964481
0.7773     1669276942
0.3777      811199786
0.7491     1608612146
0.5926     1272705739
0.6651     1428231253
0.8652     1857946652
0.9766     2097152784
0.0921      197742477
0.6056     1300609030
0.0465       99924397
0.0452       97128425
0.1629      349867255
0.1903      408729299
0.8664     1860625187
0.9398     2018133942
0.6614     1420442476
0.9073     1948474080
0.4776     1025729457
0.7375     1583749330
0.0071       15184745
0.8414     1806938869
0.7708     1655319056
0.1382      296727307
0.2975      638820415
0.6445     1383963552
0.4098      880037807
0.5008     1075545360
0.6151     1321008721
0.7020     1507631161
0.2782      597371974
0.2537      544717293
0.1587      340756290
0.8846     1899563128
0.6825     1465595994
0.2954      634440068
0.3622      777915521
0.2541      545718511
0.9946     2135841687
0.8857     1902073804
0.3319      712854586
0.0632      135760289
0.5102     1095544109
0.1327      285050585
0.9111     1956649285
0.4598      987446484
0.1208      259432572
0.4151      891434194
0.6932     1488577086
0.1539      330596852
0.3730      801096775
0.6792     1458514382
0.8721     1872871416
0.7833     1682074633
0.5372     1153627723
0.7165     1538775345
0.0241       51662594
0.3305      709823970
0.3445      739804705
0.9848     2114844452
0.5536     1188863267
0.4829     1037076781
0.5458     1172179215
0.9074     1948572574
0.2485      533634468
0.4204      902793804
0.5977     1283497773
0.1275      273836696
0.1471      315894151
0.3043      653420473
0.9099     1954002600
0.7459     1601768276
0.0300       64415940
0.1429      306945492
0.2688      577163950
0.0982      210874151
0.3790      813838307
0.3991      857078006
0.8090     1737226413
0.1754      376658679
0.8699     1868110244
0.5206     1117951768
0.5034     1080937173
0.8135     1746896638
0.8581     1842856729
0.8773     1883887269
0.9974     2141922362
0.4753     1020763473
0.8719     1872318475
0.4558      978729834
0.9011     1935067665
0.5541     1189895487
0.5615     1205729145
0.4815     1034046923
0.8331     1788963337
0.0877      188263312
0.4182      898072753
0.6490     1393688555
0.5213     1119406056
0.8851     1900835472
0.6403     1375045132
0.6110     1312008157
0.2603      559007303
0.9976     2142269543
0.1925      413383599
0.2927      628550348
0.2671      573639243
0.5125     1100665718
0.2163      464587168
0.0307       65992084
0.4784     1027393936
0.7643     1641360472
0.8931     1918007189
0.0325       69800406
0.2838      609352380
0.0167       35938117
0.2650      569027612
0.4202      902394793
0.4749     1019770837
0.1031      221470752
0.3119      669768613
0.8565     1839284764
0.9217     1979413630
0.6220     1335703733
0.7106     1526078440
0.6534     1403144959
0.5306     1139398206
0.3511      753967943
0.8315     1785700701
0.5531     1187714882
0.4952     1063522909
0.5230     1123137582
0.0894      192083544
0.3167      680202567
0.5165     1109090588
0.1525      327456556
0.7959     1709233078
0.0892      191596027
0.5013     1076438936
0.6086     1306955024
0.7126     1530346852
0.0596      127901445
0.0039        8455468
0.1756      377129974
0.5584     1199230721
0.6224     1336700752
0.5137     1103107597
0.3274      703058228
0.3933      844612202
0.2470      530372344
0.8898     1910850558
0.0221       47387421
0.8715     1871435357
0.5441     1168551137
0.5127     1101007744
0.8932     1918050856
0.3743      803711675
0.1443      309982095
0.0343       73743043
0.1403      301259382
0.7672     1647477295
0.7657     1644236294
0.4004      859823662
0.2975      638826571
0.6926     1487427444
0.1564      335916581
0.0072       15468904
0.0654      140348241
0.4172      895842081
0.1909      410006250
0.8603     1847504174
0.2499      536600445
0.6332     1359845362
0.6519     1400027760
0.1342      288242141
0.8894     1910039802
0.6768     1453396858
0.8205     1761991428
0.9955     2137921913
0.1663      357210187
0.6588     1414819544
0.9002     1933136424
0.4395      943782705
0.3919      841706193
0.5035     1081202962
0.8936     1919045067
0.1553      333546776
0.4602      988345562
0.1573      337850989
0.1466      314809455
0.8150     1750287624
0.3973      853099962
0.6753     1450233962
0.0665      142805884
0.6516     1399258689
0.1152      247367726
0.9912     2128513937
0.5360     1151147433
0.3049      654730608
0.1635      351121428
0.0060       12778440
0.0088       18876380
0.7335     1575222551
0.2733      587014441
0.1918      411835569
0.1772      380613902
0.8249     1771550148
0.8056     1730055428
0.0526      112998016
0.3642      782110964
0.0892      191568661
0.2871      616498574
0.9455     2030420090
0.8174     1755301800
0.6400     1374493761
0.2957      635050348
0.1385      297473246
0.1355      290915306
0.8106     1740767370
0.8882     1907464509
0.5216     1120120347
0.4755     1021022427
0.8985     1929591059
0.6921     1486375266
0.9217     1979313758
0.8404     1804638676
0.7687     1650680951
0.8387     1800991511
0.2246      482320912
0.8216     1764284206
0.9397     2017936113
0.1132      243014120
0.9182     1971901893
0.8324     1787475147
0.4405      946057746
0.1973      423614634
0.3645      782863833
0.9814     2107619709
0.0101       21691898
0.7688     1650993343
0.2835      608912914
0.5773     1239767643
0.8794     1888432707
0.5717     1227687536
0.3360      721537176
0.0164       35162423
0.1941      416840436
0.3472      745551338
0.9601     2061741168
0.9477     2035166231
0.9624     2066798648
0.5294     1136886711
0.6952     1492944418
0.3343      717901778
0.5644     1212054000
0.9822     2109186205
0.2701      579986406
0.1878      403251909
0.9983     2143928278
0.1744      374455333
0.6257     1343696021
0.2612      560993095
0.5391     1157737335
0.8799     1889547525
0.2967      637080839
0.0299       64197131
0.4305      924389923
0.6169     1324733463
0.8533     1832344192
0.6023     1293336964
0.1327      284879014
0.5684     1220539135
0.3900      837445801
0.1601      343754969
0.3533      758753553
0.2855      613069385
0.1074      230615389
0.8812     1892343735
0.1808      388342075
0.3085      662451292
0.5884     1263638596
0.7023     1508097789
0.9302     1997537829
0.4687     1006438452
0.7590     1629858992
0.8783     1886161059
0.7929     1702805246
0.7826     1680689600
0.6974     1497698209
0.5392     1157972176
0.7178     1541552918
0.7624     1637175418
0.1394      299281315
0.2861      614359931
0.2077      445985541
0.4475      961059557
0.6070     1303465412
0.4016      862496437
0.2156      462999409
0.6043     1297813982
0.1715      368192895
0.6136     1317599258
0.0183       39361342
0.0564      121111718
0.8650     1857630717
0.5039     1082200533
0.7010     1505351688
0.4382      940974909
0.4171      895719055
0.2281      489791915
0.2924      627896454
0.1495      321061020
0.7421     1593641876
0.4298      922964548
0.4614      990775955
0.1785      383276847
0.6661     1430510176
0.7009     1505099867
0.4673     1003586656
0.4398      944363854
0.9402     2019142848
0.5575     1197256442
0.1710      367248304
0.2208      474243850
0.6075     1304572933
0.0695      149249061
0.0783      168068531
0.3664      786804712
0.8242     1769980005
