Quantidade de no. a sem gerados   10000
0.4654      999400012
0.8598     1846509516
0.8854     1901348073
0.2202      472955895
0.2947      632796295
0.9911     2128380772
0.4753     1020744079
0.7484     1607074223
0.0062       13364212
0.5034     1080956829
0.1181      253701605
0.7741     1662423114
0.5226     1122358157
0.3513      754512760
0.3086      662619206
0.3534      758829213
0.6766     1452998549
0.5447     1169650669
0.8556     1837382523
0.1008      216569123
0.5189     1114298530
0.3126      671236770
0.9637     2069630067
0.0852      182973106
0.2406      516786323
0.4314      926378110
0.5347     1148342830
0.2639      566802057
0.2491      534938304
0.1646      353572383
0.0929      199525909
0.8706     1869615566
0.2112      453510943
0.9671     2076804423
0.8703     1868889756
0.2641      567060065
0.3632      779879778
0.1602      344069358
0.2273      488022475
0.7469     1603849394
0.5827     1251331597
0.1308      280948121
0.0260       55781722
0.0629      135153633
0.4186      898929039
0.6232     1338310089
0.8131     1746136689
0.4529      972642015
0.6108     1311712997
0.8825     1895140903
0.3601      773258572
0.9075     1948929167
0.0891      191263589
0.1710      367237195
0.0593      127389397
0.8002     1718385791
0.0683      146628676
0.4425      950322849
0.7326     1573175462
0.2474      531219522
0.6938     1489877368
0.7214     1549288399
0.5221     1121253786
0.3024      649353467
0.6569     1410603292
0.1674      359534006
0.9411     2021029161
0.8603     1847406283
0.2333      500991029
0.0083       17775349
0.6472     1389912189
0.6292     1351105608
0.6567     1410306078
0.7321     1572207403
0.3153      677122534
0.1904      408834708
0.9000     1932788165
0.8333     1789517448
0.9051     1943782694
0.9200     1975721502
0.6195     1330271556
0.9472     2034030723
0.3922      842141006
0.3148      675977276
0.8064     1731711410
0.2554      548503077
0.3114      668633274
0.6313     1355671038
0.0648      139233772
0.8503     1826094532
0.6096     1309058658
0.1334      286548446
0.9138     1962336307
0.9442     2027581506
0.5487     1178351965
0.1521      326564355
0.7952     1707634855
0.9775     2099203403
0.4025      864350788
0.2968      637277594
0.7099     1524423037
0.7809     1677008022
0.0281       60361685
0.5901     1267287642
0.8711     1870641831
0.6202     1331800707
0.4767     1023684308
0.8399     1803736179
0.4102      880986671
0.6075     1304498870
0.7716     1656897384
0.2460      528377192
