Quantidade de no. a sem gerados    1000
0.1587    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
