  0.1035   0.9775
  0.3545   0.1035
  0.7305   0.3545
  0.2314   0.7305
  0.8574   0.2314
  0.6084   0.8574
  0.4844   0.6084
  0.4854   0.4844
  0.6113   0.4854
  0.8623   0.6113
  0.2383   0.8623
  0.7393   0.2383
  0.3652   0.7393
  0.1162   0.3652
  0.9922   0.1162
  0.9932   0.9922
  0.1191   0.9932
  0.3701   0.1191
  0.7461   0.3701
  0.2471   0.7461
  0.8730   0.2471
  0.6240   0.8730
  0.5000   0.6240
  0.5010   0.5000
  0.6270   0.5010
  0.8779   0.6270
  0.2539   0.8779
  0.7549   0.2539
  0.3809   0.7549
  0.1318   0.3809
  0.0078   0.1318
  0.0088   0.0078
  0.1348   0.0088
  0.3857   0.1348
  0.7617   0.3857
  0.2627   0.7617
  0.8887   0.2627
  0.6396   0.8887
  0.5156   0.6396
  0.5166   0.5156
  0.6426   0.5166
  0.8936   0.6426
  0.2695   0.8936
  0.7705   0.2695
  0.3965   0.7705
  0.1475   0.3965
  0.0234   0.1475
  0.0244   0.0234
  0.1504   0.0244
  0.4014   0.1504
  0.7773   0.4014
  0.2783   0.7773
  0.9043   0.2783
  0.6553   0.9043
  0.5313   0.6553
  0.5322   0.5313
  0.6582   0.5322
  0.9092   0.6582
  0.2852   0.9092
  0.7861   0.2852
  0.4121   0.7861
  0.1631   0.4121
  0.0391   0.1631
  0.0400   0.0391
  0.1660   0.0400
  0.4170   0.1660
  0.7930   0.4170
  0.2939   0.7930
  0.9199   0.2939
  0.6709   0.9199
  0.5469   0.6709
  0.5479   0.5469
  0.6738   0.5479
  0.9248   0.6738
  0.3008   0.9248
  0.8018   0.3008
  0.4277   0.8018
  0.1787   0.4277
  0.0547   0.1787
  0.0557   0.0547
  0.1816   0.0557
  0.4326   0.1816
  0.8086   0.4326
  0.3096   0.8086
  0.9355   0.3096
  0.6865   0.9355
  0.5625   0.6865
  0.5635   0.5625
  0.6895   0.5635
  0.9404   0.6895
  0.3164   0.9404
  0.8174   0.3164
  0.4434   0.8174
  0.1943   0.4434
  0.0703   0.1943
  0.0713   0.0703
  0.1973   0.0713
  0.4482   0.1973
  0.8242   0.4482
  0.3252   0.8242
  0.9512   0.3252
  0.7021   0.9512
  0.5781   0.7021
  0.5791   0.5781
  0.7051   0.5791
  0.9561   0.7051
  0.3320   0.9561
  0.8330   0.3320
  0.4590   0.8330
  0.2100   0.4590
  0.0859   0.2100
  0.0869   0.0859
  0.2129   0.0869
  0.4639   0.2129
  0.8398   0.4639
  0.3408   0.8398
  0.9668   0.3408
  0.7178   0.9668
  0.5938   0.7178
  0.5947   0.5938
  0.7207   0.5947
  0.9717   0.7207
  0.3477   0.9717
  0.8486   0.3477
  0.4746   0.8486
  0.2256   0.4746
  0.1016   0.2256
  0.1025   0.1016
  0.2285   0.1025
  0.4795   0.2285
  0.8555   0.4795
  0.3564   0.8555
  0.9824   0.3564
  0.7334   0.9824
  0.6094   0.7334
  0.6104   0.6094
  0.7363   0.6104
  0.9873   0.7363
  0.3633   0.9873
  0.8643   0.3633
  0.4902   0.8643
  0.2412   0.4902
  0.1172   0.2412
  0.1182   0.1172
  0.2441   0.1182
  0.4951   0.2441
  0.8711   0.4951
  0.3721   0.8711
  0.9980   0.3721
  0.7490   0.9980
  0.6250   0.7490
  0.6260   0.6250
  0.7520   0.6260
  0.0029   0.7520
  0.3789   0.0029
  0.8799   0.3789
  0.5059   0.8799
  0.2568   0.5059
  0.1328   0.2568
  0.1338   0.1328
  0.2598   0.1338
  0.5107   0.2598
  0.8867   0.5107
  0.3877   0.8867
  0.0137   0.3877
  0.7646   0.0137
  0.6406   0.7646
  0.6416   0.6406
  0.7676   0.6416
  0.0186   0.7676
  0.3945   0.0186
  0.8955   0.3945
  0.5215   0.8955
  0.2725   0.5215
  0.1484   0.2725
  0.1494   0.1484
  0.2754   0.1494
  0.5264   0.2754
  0.9023   0.5264
  0.4033   0.9023
  0.0293   0.4033
  0.7803   0.0293
  0.6563   0.7803
  0.6572   0.6563
  0.7832   0.6572
  0.0342   0.7832
  0.4102   0.0342
  0.9111   0.4102
  0.5371   0.9111
  0.2881   0.5371
  0.1641   0.2881
  0.1650   0.1641
  0.2910   0.1650
  0.5420   0.2910
  0.9180   0.5420
  0.4189   0.9180
  0.0449   0.4189
  0.7959   0.0449
  0.6719   0.7959
  0.6729   0.6719
  0.7988   0.6729
  0.0498   0.7988
  0.4258   0.0498
  0.9268   0.4258
  0.5527   0.9268
  0.3037   0.5527
  0.1797   0.3037
  0.1807   0.1797
  0.3066   0.1807
  0.5576   0.3066
  0.9336   0.5576
  0.4346   0.9336
  0.0605   0.4346
  0.8115   0.0605
  0.6875   0.8115
  0.6885   0.6875
  0.8145   0.6885
  0.0654   0.8145
  0.4414   0.0654
  0.9424   0.4414
  0.5684   0.9424
  0.3193   0.5684
  0.1953   0.3193
  0.1963   0.1953
  0.3223   0.1963
  0.5732   0.3223
  0.9492   0.5732
  0.4502   0.9492
  0.0762   0.4502
  0.8271   0.0762
  0.7031   0.8271
  0.7041   0.7031
  0.8301   0.7041
  0.0811   0.8301
  0.4570   0.0811
  0.9580   0.4570
  0.5840   0.9580
  0.3350   0.5840
  0.2109   0.3350
  0.2119   0.2109
  0.3379   0.2119
  0.5889   0.3379
  0.9648   0.5889
  0.4658   0.9648
  0.0918   0.4658
  0.8428   0.0918
  0.7188   0.8428
  0.7197   0.7188
  0.8457   0.7197
  0.0967   0.8457
  0.4727   0.0967
  0.9736   0.4727
  0.5996   0.9736
  0.3506   0.5996
  0.2266   0.3506
  0.2275   0.2266
  0.3535   0.2275
  0.6045   0.3535
  0.9805   0.6045
  0.4814   0.9805
  0.1074   0.4814
  0.8584   0.1074
  0.7344   0.8584
  0.7354   0.7344
  0.8613   0.7354
  0.1123   0.8613
  0.4883   0.1123
  0.9893   0.4883
  0.6152   0.9893
  0.3662   0.6152
  0.2422   0.3662
  0.2432   0.2422
  0.3691   0.2432
  0.6201   0.3691
  0.9961   0.6201
  0.4971   0.9961
  0.1230   0.4971
  0.8740   0.1230
  0.7500   0.8740
  0.7510   0.7500
  0.8770   0.7510
  0.1279   0.8770
  0.5039   0.1279
  0.0049   0.5039
  0.6309   0.0049
  0.3818   0.6309
  0.2578   0.3818
  0.2588   0.2578
  0.3848   0.2588
  0.6357   0.3848
  0.0117   0.6357
  0.5127   0.0117
  0.1387   0.5127
  0.8896   0.1387
  0.7656   0.8896
  0.7666   0.7656
  0.8926   0.7666
  0.1436   0.8926
  0.5195   0.1436
  0.0205   0.5195
  0.6465   0.0205
  0.3975   0.6465
  0.2734   0.3975
  0.2744   0.2734
  0.4004   0.2744
  0.6514   0.4004
  0.0273   0.6514
  0.5283   0.0273
  0.1543   0.5283
  0.9053   0.1543
  0.7813   0.9053
  0.7822   0.7813
  0.9082   0.7822
  0.1592   0.9082
  0.5352   0.1592
  0.0361   0.5352
  0.6621   0.0361
  0.4131   0.6621
  0.2891   0.4131
  0.2900   0.2891
  0.4160   0.2900
  0.6670   0.4160
  0.0430   0.6670
  0.5439   0.0430
  0.1699   0.5439
  0.9209   0.1699
  0.7969   0.9209
  0.7979   0.7969
  0.9238   0.7979
  0.1748   0.9238
  0.5508   0.1748
  0.0518   0.5508
  0.6777   0.0518
  0.4287   0.6777
  0.3047   0.4287
  0.3057   0.3047
  0.4316   0.3057
  0.6826   0.4316
  0.0586   0.6826
  0.5596   0.0586
  0.1855   0.5596
  0.9365   0.1855
  0.8125   0.9365
  0.8135   0.8125
  0.9395   0.8135
  0.1904   0.9395
  0.5664   0.1904
  0.0674   0.5664
  0.6934   0.0674
  0.4443   0.6934
  0.3203   0.4443
  0.3213   0.3203
  0.4473   0.3213
  0.6982   0.4473
  0.0742   0.6982
  0.5752   0.0742
  0.2012   0.5752
  0.9521   0.2012
  0.8281   0.9521
  0.8291   0.8281
  0.9551   0.8291
  0.2061   0.9551
  0.5820   0.2061
  0.0830   0.5820
  0.7090   0.0830
  0.4600   0.7090
  0.3359   0.4600
  0.3369   0.3359
  0.4629   0.3369
  0.7139   0.4629
  0.0898   0.7139
  0.5908   0.0898
  0.2168   0.5908
  0.9678   0.2168
  0.8438   0.9678
  0.8447   0.8438
  0.9707   0.8447
  0.2217   0.9707
  0.5977   0.2217
  0.0986   0.5977
  0.7246   0.0986
  0.4756   0.7246
  0.3516   0.4756
  0.3525   0.3516
  0.4785   0.3525
  0.7295   0.4785
  0.1055   0.7295
  0.6064   0.1055
  0.2324   0.6064
  0.9834   0.2324
  0.8594   0.9834
  0.8604   0.8594
  0.9863   0.8604
  0.2373   0.9863
  0.6133   0.2373
  0.1143   0.6133
  0.7402   0.1143
  0.4912   0.7402
  0.3672   0.4912
  0.3682   0.3672
  0.4941   0.3682
  0.7451   0.4941
  0.1211   0.7451
  0.6221   0.1211
  0.2480   0.6221
  0.9990   0.2480
  0.8750   0.9990
  0.8760   0.8750
  0.0020   0.8760
  0.2529   0.0020
  0.6289   0.2529
  0.1299   0.6289
  0.7559   0.1299
  0.5068   0.7559
  0.3828   0.5068
  0.3838   0.3828
  0.5098   0.3838
  0.7607   0.5098
  0.1367   0.7607
  0.6377   0.1367
  0.2637   0.6377
  0.0146   0.2637
  0.8906   0.0146
  0.8916   0.8906
  0.0176   0.8916
  0.2686   0.0176
  0.6445   0.2686
  0.1455   0.6445
  0.7715   0.1455
  0.5225   0.7715
  0.3984   0.5225
  0.3994   0.3984
  0.5254   0.3994
  0.7764   0.5254
  0.1523   0.7764
  0.6533   0.1523
  0.2793   0.6533
  0.0303   0.2793
  0.9063   0.0303
  0.9072   0.9063
  0.0332   0.9072
  0.2842   0.0332
  0.6602   0.2842
  0.1611   0.6602
  0.7871   0.1611
  0.5381   0.7871
  0.4141   0.5381
  0.4150   0.4141
  0.5410   0.4150
  0.7920   0.5410
  0.1680   0.7920
  0.6689   0.1680
  0.2949   0.6689
  0.0459   0.2949
  0.9219   0.0459
  0.9229   0.9219
  0.0488   0.9229
  0.2998   0.0488
  0.6758   0.2998
  0.1768   0.6758
  0.8027   0.1768
  0.5537   0.8027
  0.4297   0.5537
  0.4307   0.4297
  0.5566   0.4307
  0.8076   0.5566
  0.1836   0.8076
  0.6846   0.1836
  0.3105   0.6846
  0.0615   0.3105
  0.9375   0.0615
  0.9385   0.9375
  0.0645   0.9385
  0.3154   0.0645
  0.6914   0.3154
  0.1924   0.6914
  0.8184   0.1924
  0.5693   0.8184
